#  Iter.   M_avg.    U_Bind.    Susc.
    9641  0.027245  0.436776  0.007170
    9651  0.027246  0.436743  0.007170
    9661  0.027257  0.436714  0.007169
    9671  0.027290  0.436688  0.007168
    9681  0.027311  0.436667  0.007168
    9691  0.027319  0.436648  0.007167
    9701  0.027336  0.436633  0.007166
    9711  0.027352  0.436621  0.007165
    9721  0.027380  0.436613  0.007164
    9731  0.027404  0.436609  0.007164
    9741  0.027428  0.436609  0.007163
    9751  0.027442  0.436611  0.007162
    9761  0.027489  0.436614  0.007161
    9771  0.027530  0.436619  0.007161
    9781  0.027549  0.436627  0.007160
    9791  0.027564  0.436638  0.007160
    9801  0.027576  0.436652  0.007159
    9811  0.027598  0.436669  0.007158
    9821  0.027646  0.436685  0.007158
    9831  0.027672  0.436705  0.007157
    9841  0.027695  0.436728  0.007157
    9851  0.027733  0.436752  0.007156
    9861  0.027779  0.436776  0.007156
    9871  0.027811  0.436803  0.007156
    9881  0.027844  0.436833  0.007155
    9891  0.027874  0.436865  0.007155
    9901  0.027882  0.436899  0.007155
    9911  0.027844  0.436929  0.007155
    9921  0.027813  0.436955  0.007155
    9931  0.027783  0.436978  0.007155
    9941  0.027775  0.437001  0.007154
    9951  0.027781  0.437026  0.007154
    9961  0.027765  0.437049  0.007154
    9971  0.027751  0.437072  0.007154
    9981  0.027755  0.437096  0.007153
    9991  0.027743  0.437119  0.007153
#  Iter.   M_avg.    U_Bind.    Susc.
    9001  0.030432  0.397673  0.008884
    9011  0.030416  0.397751  0.008882
    9021  0.030428  0.397833  0.008880
    9031  0.030464  0.397921  0.008877
    9041  0.030511  0.398014  0.008875
    9051  0.030548  0.398113  0.008873
    9061  0.030553  0.398214  0.008871
    9071  0.030526  0.398311  0.008869
    9081  0.030527  0.398409  0.008867
    9091  0.030539  0.398510  0.008865
    9101  0.030580  0.398617  0.008862
    9111  0.030564  0.398721  0.008860
    9121  0.030535  0.398820  0.008858
    9131  0.030514  0.398916  0.008856
    9141  0.030516  0.399014  0.008853
    9151  0.030527  0.399114  0.008851
    9161  0.030515  0.399213  0.008848
    9171  0.030512  0.399313  0.008846
    9181  0.030509  0.399413  0.008843
    9191  0.030508  0.399515  0.008840
    9201  0.030517  0.399618  0.008837
    9211  0.030558  0.399726  0.008834
    9221  0.030584  0.399839  0.008832
    9231  0.030607  0.399956  0.008829
    9241  0.030622  0.400076  0.008826
    9251  0.030596  0.400191  0.008823
    9261  0.030584  0.400305  0.008820
    9271  0.030596  0.400422  0.008817
    9281  0.030598  0.400540  0.008814
    9291  0.030609  0.400661  0.008811
    9301  0.030562  0.400774  0.008808
    9311  0.030590  0.400891  0.008805
    9321  0.030585  0.401009  0.008802
    9331  0.030561  0.401122  0.008799
    9341  0.030511  0.401228  0.008796
    9351  0.030477  0.401328  0.008794
    9361  0.030463  0.401427  0.008791
    9371  0.030427  0.401521  0.008788
    9381  0.030371  0.401606  0.008786
    9391  0.030331  0.401686  0.008783
    9401  0.030288  0.401760  0.008781
    9411  0.030244  0.401827  0.008779
    9421  0.030239  0.401895  0.008777
    9431  0.030208  0.401958  0.008774
    9441  0.030171  0.402017  0.008772
    9451  0.030159  0.402074  0.008770
    9461  0.030139  0.402129  0.008768
    9471  0.030120  0.402182  0.008766
    9481  0.030105  0.402233  0.008764
    9491  0.030105  0.402285  0.008761
    9501  0.030113  0.402341  0.008759
    9511  0.030128  0.402399  0.008756
    9521  0.030151  0.402462  0.008754
    9531  0.030168  0.402528  0.008752
    9541  0.030164  0.402594  0.008749
    9551  0.030188  0.402664  0.008746
    9561  0.030177  0.402734  0.008744
    9571  0.030163  0.402802  0.008741
    9581  0.030120  0.402864  0.008739
    9591  0.030092  0.402923  0.008736
    9601  0.030084  0.402982  0.008734
    9611  0.030080  0.403041  0.008731
    9621  0.030077  0.403100  0.008728
    9631  0.030078  0.403161  0.008726
    9641  0.030101  0.403226  0.008723
    9651  0.030136  0.403294  0.008720
    9661  0.030183  0.403364  0.008718
    9671  0.030231  0.403435  0.008715
    9681  0.030241  0.403509  0.008713
    9691  0.030255  0.403585  0.008711
    9701  0.030296  0.403664  0.008708
    9711  0.030333  0.403746  0.008706
    9721  0.030369  0.403831  0.008704
    9731  0.030410  0.403918  0.008702
    9741  0.030453  0.404007  0.008700
    9751  0.030485  0.404100  0.008698
    9761  0.030534  0.404193  0.008696
    9771  0.030577  0.404287  0.008695
    9781  0.030607  0.404385  0.008693
    9791  0.030626  0.404485  0.008692
    9801  0.030620  0.404585  0.008690
    9811  0.030603  0.404683  0.008688
    9821  0.030610  0.404782  0.008687
    9831  0.030589  0.404879  0.008685
    9841  0.030559  0.404972  0.008683
    9851  0.030562  0.405066  0.008681
    9861  0.030587  0.405162  0.008680
    9871  0.030593  0.405261  0.008678
    9881  0.030608  0.405361  0.008676
    9891  0.030642  0.405463  0.008674
    9901  0.030678  0.405568  0.008672
    9911  0.030673  0.405673  0.008670
    9921  0.030670  0.405777  0.008669
    9931  0.030638  0.405878  0.008667
    9941  0.030606  0.405975  0.008665
    9951  0.030576  0.406069  0.008663
    9961  0.030523  0.406157  0.008662
    9971  0.030484  0.406241  0.008660
    9981  0.030466  0.406323  0.008659
    9991  0.030414  0.406399  0.008658
