#  Iter.   M_avg.    U_Bind.    Susc.
    9921  0.011723  0.463185  0.000751
    9931  0.011710  0.463191  0.000751
    9941  0.011699  0.463194  0.000751
    9951  0.011691  0.463197  0.000751
    9961  0.011682  0.463197  0.000751
    9971  0.011679  0.463197  0.000751
    9981  0.011667  0.463195  0.000751
    9991  0.011662  0.463193  0.000751
#  Iter.   M_avg.    U_Bind.    Susc.
    9001  0.011558  0.451541  0.000753
    9011  0.011561  0.451542  0.000753
    9021  0.011554  0.451542  0.000753
    9031  0.011549  0.451541  0.000753
    9041  0.011529  0.451533  0.000753
    9051  0.011532  0.451528  0.000753
    9061  0.011541  0.451529  0.000753
    9071  0.011550  0.451535  0.000753
    9081  0.011549  0.451543  0.000752
    9091  0.011542  0.451549  0.000752
    9101  0.011559  0.451560  0.000752
    9111  0.011564  0.451574  0.000752
    9121  0.011549  0.451582  0.000752
    9131  0.011526  0.451583  0.000752
    9141  0.011525  0.451585  0.000752
    9151  0.011513  0.451584  0.000752
    9161  0.011513  0.451585  0.000752
    9171  0.011512  0.451587  0.000752
    9181  0.011508  0.451590  0.000752
    9191  0.011507  0.451594  0.000752
    9201  0.011532  0.451593  0.000752
    9211  0.011538  0.451596  0.000752
    9221  0.011526  0.451595  0.000752
    9231  0.011522  0.451594  0.000752
    9241  0.011524  0.451596  0.000752
    9251  0.011510  0.451594  0.000752
    9261  0.011502  0.451590  0.000752
    9271  0.011508  0.451590  0.000752
    9281  0.011506  0.451590  0.000752
    9291  0.011523  0.451594  0.000752
    9301  0.011536  0.451602  0.000752
    9311  0.011565  0.451595  0.000752
    9321  0.011563  0.451589  0.000752
    9331  0.011548  0.451578  0.000752
    9341  0.011549  0.451570  0.000752
    9351  0.011529  0.451556  0.000752
    9361  0.011520  0.451540  0.000752
    9371  0.011518  0.451525  0.000752
    9381  0.011502  0.451505  0.000752
    9391  0.011485  0.451479  0.000752
    9401  0.011469  0.451449  0.000752
    9411  0.011474  0.451423  0.000752
    9421  0.011493  0.451399  0.000752
    9431  0.011496  0.451377  0.000752
    9441  0.011508  0.451360  0.000752
    9451  0.011493  0.451339  0.000752
    9461  0.011489  0.451318  0.000752
    9471  0.011468  0.451291  0.000752
    9481  0.011466  0.451265  0.000752
    9491  0.011462  0.451239  0.000753
    9501  0.011454  0.451212  0.000753
    9511  0.011449  0.451185  0.000753
    9521  0.011437  0.451154  0.000753
    9531  0.011458  0.451124  0.000753
    9541  0.011471  0.451097  0.000753
    9551  0.011473  0.451073  0.000753
    9561  0.011468  0.451048  0.000753
    9571  0.011446  0.451018  0.000753
    9581  0.011446  0.450990  0.000753
    9591  0.011447  0.450964  0.000753
    9601  0.011443  0.450938  0.000753
    9611  0.011431  0.450909  0.000753
    9621  0.011434  0.450883  0.000753
    9631  0.011419  0.450853  0.000753
    9641  0.011421  0.450826  0.000754
    9651  0.011422  0.450800  0.000754
    9661  0.011432  0.450779  0.000754
    9671  0.011430  0.450758  0.000754
    9681  0.011436  0.450740  0.000754
    9691  0.011430  0.450722  0.000754
    9701  0.011416  0.450700  0.000754
    9711  0.011422  0.450681  0.000754
    9721  0.011423  0.450664  0.000754
    9731  0.011420  0.450648  0.000754
    9741  0.011444  0.450625  0.000754
    9751  0.011451  0.450606  0.000754
    9761  0.011463  0.450590  0.000754
    9771  0.011472  0.450578  0.000754
    9781  0.011478  0.450568  0.000754
    9791  0.011479  0.450560  0.000754
    9801  0.011487  0.450556  0.000754
    9811  0.011489  0.450553  0.000754
    9821  0.011508  0.450550  0.000754
    9831  0.011508  0.450549  0.000754
    9841  0.011499  0.450545  0.000754
    9851  0.011518  0.450541  0.000754
    9861  0.011530  0.450539  0.000754
    9871  0.011519  0.450535  0.000755
    9881  0.011521  0.450533  0.000755
    9891  0.011528  0.450534  0.000755
    9901  0.011538  0.450538  0.000755
    9911  0.011527  0.450539  0.000755
    9921  0.011525  0.450541  0.000755
    9931  0.011518  0.450541  0.000755
    9941  0.011527  0.450545  0.000755
    9951  0.011517  0.450546  0.000755
    9961  0.011520  0.450549  0.000755
    9971  0.011519  0.450553  0.000755
    9981  0.011512  0.450556  0.000755
    9991  0.011518  0.450561  0.000755
