#  Iter.   M_avg.    U_Bind.    Susc.
    9521  0.029927  0.436687  0.007817
    9531  0.029957  0.436726  0.007814
    9541  0.029942  0.436763  0.007811
    9551  0.029946  0.436802  0.007807
    9561  0.029955  0.436843  0.007804
    9571  0.029965  0.436887  0.007800
    9581  0.029969  0.436932  0.007797
    9591  0.029933  0.436973  0.007793
    9601  0.029904  0.437011  0.007790
    9611  0.029881  0.437046  0.007787
    9621  0.029868  0.437081  0.007783
    9631  0.029859  0.437115  0.007780
    9641  0.029846  0.437149  0.007776
    9651  0.029833  0.437181  0.007773
    9661  0.029842  0.437217  0.007769
    9671  0.029848  0.437254  0.007766
    9681  0.029857  0.437293  0.007762
    9691  0.029858  0.437333  0.007759
    9701  0.029883  0.437377  0.007755
    9711  0.029916  0.437423  0.007752
    9721  0.029938  0.437473  0.007748
    9731  0.029955  0.437525  0.007745
    9741  0.029998  0.437578  0.007741
    9751  0.030018  0.437634  0.007738
    9761  0.030086  0.437679  0.007735
    9771  0.030152  0.437717  0.007732
    9781  0.030201  0.437754  0.007730
    9791  0.030222  0.437794  0.007728
    9801  0.030234  0.437836  0.007725
    9811  0.030241  0.437880  0.007723
    9821  0.030270  0.437927  0.007721
    9831  0.030266  0.437974  0.007718
    9841  0.030257  0.438021  0.007716
    9851  0.030280  0.438070  0.007713
    9861  0.030310  0.438123  0.007711
    9871  0.030322  0.438177  0.007708
    9881  0.030337  0.438233  0.007706
    9891  0.030347  0.438291  0.007703
    9901  0.030346  0.438350  0.007701
    9911  0.030309  0.438405  0.007698
    9921  0.030289  0.438459  0.007696
    9931  0.030265  0.438510  0.007694
    9941  0.030253  0.438560  0.007691
    9951  0.030247  0.438610  0.007689
    9961  0.030215  0.438656  0.007686
    9971  0.030193  0.438701  0.007684
    9981  0.030189  0.438746  0.007681
    9991  0.030179  0.438791  0.007679
